,carat,cut,table,price,x,y,z
2548,0.83,0,56.0,3207,6.0,6.04,3.74
2549,1.01,0,54.0,3207,6.48,6.4,4.0
2550,0.77,3,56.0,3208,5.89,5.92,3.61
2551,0.7,3,59.0,3208,5.63,5.66,3.52
2552,0.7,3,60.0,3208,5.73,5.76,3.45
2553,0.9,3,59.0,3208,6.15,6.2,3.8
2554,0.93,3,61.0,3208,6.19,6.14,3.9
2555,0.8,3,62.0,3209,5.89,5.94,3.65
2556,0.9,3,57.0,3209,6.12,6.2,3.85
2557,0.73,0,56.4,3209,5.81,5.86,3.55
2558,0.79,0,57.0,3209,5.94,6.0,3.65
2559,0.8,0,54.0,3210,5.95,6.0,3.7
2560,0.7,1,60.0,3210,5.71,5.64,3.49
2561,0.71,0,56.0,3210,5.65,5.69,3.55
2562,0.79,0,55.0,3210,5.98,6.05,3.66
2563,0.9,1,62.0,3210,6.06,6.01,3.78
2564,0.9,2,57.0,3210,6.16,6.06,3.93
2565,0.9,1,62.0,3210,6.12,6.07,3.77
2566,0.91,2,60.0,3210,6.01,5.95,3.84
2567,0.91,4,56.0,3210,6.08,6.05,3.94
2568,0.9,3,54.0,3211,6.13,6.16,3.88
2569,0.73,1,61.0,3211,5.79,5.75,3.5
2570,0.73,0,56.0,3211,5.73,5.71,3.58
2571,0.77,1,58.0,3211,5.96,5.94,3.54
2572,0.82,1,61.0,3211,5.98,5.95,3.65
2573,0.61,0,61.0,3212,5.5,5.55,3.31
2574,0.71,0,57.0,3212,5.7,5.75,3.59
2575,0.71,0,54.0,3212,5.74,5.76,3.56
2576,0.71,0,54.0,3212,5.69,5.73,3.56
2577,0.76,0,57.0,3212,5.85,5.9,3.59
2578,0.81,1,59.0,3213,5.99,5.95,3.63
2579,0.78,0,57.0,3214,5.95,5.97,3.64
2580,0.7,1,59.0,3214,5.72,5.66,3.58
2581,0.95,2,61.0,3214,6.53,6.5,3.68
2582,0.92,0,57.0,3215,6.31,6.22,3.83
2583,0.96,4,60.0,3215,6.62,6.58,3.7
2584,0.96,1,60.0,3215,6.29,6.11,3.89
2585,1.1,1,58.0,3216,6.77,6.66,4.03
2586,1.1,0,56.0,3216,6.65,6.6,4.09
2587,0.71,3,58.0,3217,5.73,5.81,3.5
2588,0.71,1,59.0,3217,5.8,5.86,3.45
2589,0.71,0,55.0,3217,5.71,5.74,3.58
2590,0.71,3,59.0,3217,5.68,5.73,3.56
2591,1.0,3,63.0,3217,6.35,6.44,3.99
2592,0.9,3,54.0,3217,6.05,6.15,3.83
2593,0.64,0,56.0,3217,5.57,5.59,3.4
2594,0.71,0,56.0,3217,5.8,5.84,3.51
2595,0.77,1,59.0,3218,5.85,5.87,3.64
2596,0.52,0,57.0,3218,5.15,5.17,3.2
2597,0.71,3,60.0,3218,5.68,5.73,3.46
2598,0.9,2,63.0,3218,6.09,6.14,3.79
2599,0.77,0,57.0,3218,5.91,5.87,3.63
2600,1.18,3,63.0,3219,6.8,6.85,4.09
2601,0.72,3,57.0,3219,5.68,5.75,3.62
2602,0.72,3,58.0,3219,5.7,5.73,3.59
2603,0.72,3,58.0,3219,5.66,5.71,3.6
2604,0.72,0,56.0,3219,5.71,5.78,3.6
2605,0.72,0,56.0,3219,5.65,5.71,3.56
2606,0.9,3,58.0,3220,6.08,6.15,3.83
2607,0.9,3,58.0,3220,6.22,6.27,3.78
2608,0.75,3,59.0,3220,5.83,5.87,3.56
2609,0.73,0,56.0,3220,5.75,5.8,3.59
2610,1.15,1,58.0,3220,6.8,6.75,4.09
2611,0.71,3,58.0,3222,5.67,5.7,3.59
2612,0.71,0,57.0,3222,5.73,5.77,3.53
2613,0.51,0,56.0,3223,5.14,5.15,3.16
2614,0.72,0,57.0,3223,5.76,5.79,3.54
2615,0.82,1,60.0,3224,6.03,5.99,3.68
2616,1.01,1,58.0,3224,6.38,6.34,4.0
2617,0.9,3,57.0,3225,6.07,6.1,3.87
2618,0.68,2,55.0,3225,5.63,5.68,3.5
2619,0.9,1,55.0,3226,6.18,6.12,3.77
2620,0.74,3,57.0,3226,5.79,5.85,3.59
2621,0.74,0,56.0,3226,5.76,5.79,3.6
2622,0.73,3,58.0,3226,5.72,5.74,3.57
2623,0.8,1,55.0,3226,6.06,6.02,3.59
2624,0.9,2,62.0,3226,6.29,6.23,3.61
2625,0.9,4,57.0,3226,6.05,6.01,3.95
2626,0.72,0,56.0,3226,5.92,5.8,3.55
2627,0.51,0,56.0,3226,5.21,5.13,3.17
2628,0.86,3,59.0,3228,6.14,6.23,3.69
2629,0.65,0,60.0,3228,5.54,5.57,3.41
2630,0.74,1,58.0,3228,5.77,5.72,3.6
2631,0.72,3,57.0,3229,5.7,5.74,3.56
2632,0.7,1,60.0,3229,5.63,5.6,3.46
2633,0.7,0,57.0,3229,5.67,5.61,3.55
2634,0.71,0,55.0,3229,5.72,5.77,3.55
2635,0.71,0,55.0,3229,5.73,5.75,3.54
2636,0.71,0,57.0,3229,5.74,5.79,3.51
2637,0.71,0,56.0,3229,5.74,5.78,3.54
2638,0.96,1,58.0,3229,6.24,6.2,3.9
2639,0.91,2,60.0,3229,6.16,6.09,3.9
2640,0.79,1,60.0,3230,6.08,6.05,3.6
2641,1.03,0,57.0,3230,6.52,6.48,4.0
2642,0.81,1,59.0,3230,6.01,5.99,3.66
2643,0.75,2,55.0,3231,5.8,5.83,3.67
2644,0.81,0,57.0,3231,6.02,6.06,3.65
2645,0.9,3,56.0,3231,6.19,6.23,3.87
2646,0.7,3,60.0,3231,5.57,5.62,3.52
2647,0.83,0,57.0,3231,5.96,6.01,3.75
2648,0.59,3,57.0,3234,5.37,5.41,3.33
2649,1.0,2,58.0,3234,6.28,6.32,3.95
2650,0.71,0,57.0,3234,5.7,5.74,3.56
2651,1.05,3,61.0,3234,6.48,6.51,4.04
2652,0.7,0,58.0,3234,5.78,5.8,3.47
2653,0.71,0,56.0,3234,5.74,5.79,3.54
2654,0.7,3,63.0,3234,5.82,5.79,3.41
2655,1.05,0,57.0,3234,6.59,6.55,3.98
2656,0.7,1,58.0,3234,5.68,5.62,3.55
2657,0.77,1,59.0,3234,5.98,5.92,3.6
2658,0.7,3,60.0,3235,5.78,5.85,3.49
2659,0.8,3,57.0,3235,5.87,5.92,3.72
2660,0.73,0,57.0,3235,5.73,5.76,3.59
2661,0.7,3,61.0,3235,5.59,5.65,3.48
2662,0.7,0,55.0,3235,5.71,5.76,3.57
2663,0.72,0,57.0,3235,5.73,5.76,3.57
2664,0.72,0,55.0,3236,5.77,5.89,3.55
2665,0.95,1,58.0,3237,6.3,6.24,3.92
2666,0.85,1,58.0,3237,6.11,6.08,3.72
2667,0.89,3,55.0,3238,6.09,6.17,3.87
2668,0.72,3,58.0,3238,5.75,5.78,3.55
2669,0.76,3,58.0,3238,5.79,5.83,3.63
2670,0.91,3,59.0,3238,6.19,6.22,3.85
2671,0.7,0,56.0,3238,5.68,5.6,3.54
2672,0.71,0,56.0,3238,5.8,5.85,3.52
2673,0.71,0,57.0,3238,5.66,5.69,3.56
2674,0.7,2,60.0,3239,5.85,5.87,3.39
2675,0.7,1,58.0,3239,5.73,5.75,3.48
2676,0.7,3,55.0,3239,5.7,5.74,3.52
2677,0.73,0,57.0,3239,5.75,5.77,3.56
2678,0.9,3,61.0,3239,6.06,5.99,3.81
2679,0.77,3,58.0,3240,5.82,5.86,3.64
2680,0.77,3,59.0,3241,5.9,5.95,3.55
2681,0.79,0,56.0,3242,5.95,6.02,3.66
2682,0.72,0,57.0,3242,5.83,5.86,3.52
2683,0.9,3,61.0,3242,6.12,6.03,3.84
2684,0.77,3,55.0,3243,5.9,5.96,3.61
2685,0.81,3,58.0,3243,5.92,5.97,3.68
2686,0.68,0,55.0,3243,5.67,5.71,3.49
2687,0.71,0,56.0,3245,5.69,5.65,3.58
2688,0.9,2,56.0,3246,6.12,6.08,3.91
2689,0.74,0,57.0,3246,5.85,5.87,3.56
2690,0.84,0,56.0,3246,6.04,6.06,3.74
2691,0.9,2,61.0,3246,6.1,6.06,3.87
2692,0.9,1,58.0,3246,6.13,6.08,3.79
2693,0.9,2,55.0,3246,6.16,6.07,3.9
2694,0.9,2,59.0,3246,6.05,6.02,3.85
2695,0.9,3,59.0,3246,6.08,6.04,3.84
2696,0.9,2,56.0,3246,6.16,6.13,3.92
2697,0.9,1,58.0,3246,6.22,6.18,3.79
2698,1.03,4,62.0,3246,6.73,6.69,3.77
2699,0.9,4,60.0,3246,6.03,5.96,3.93
2700,0.31,0,54.0,562,4.38,4.4,2.73
2701,0.31,0,54.0,562,4.34,4.38,2.71
2702,0.31,0,56.0,562,4.38,4.4,2.67
2703,0.31,0,57.0,562,4.37,4.4,2.68
2704,0.31,0,53.0,562,4.37,4.38,2.72
2705,0.31,0,53.0,562,4.34,4.37,2.7
2706,0.31,0,55.0,562,4.36,4.38,2.68
2707,0.39,3,59.0,562,4.58,4.65,2.88
2708,0.29,3,56.0,563,4.26,4.3,2.63
2709,0.35,0,54.0,563,4.55,4.58,2.81
2710,0.31,0,55.0,563,4.34,4.37,2.68
2711,0.25,4,55.0,563,4.09,4.11,2.51
2712,0.32,3,58.0,564,4.42,4.45,2.7
2713,0.32,0,55.0,564,4.4,4.43,2.73
2714,0.33,0,55.0,564,4.43,4.46,2.74
2715,0.33,0,56.0,564,4.46,4.49,2.72
2716,0.3,0,57.0,564,4.29,4.32,2.66
2717,0.3,0,57.0,564,4.28,4.32,2.68
2718,0.32,2,61.0,564,4.32,4.35,2.71
2719,0.26,2,56.0,564,4.06,4.09,2.59
2720,0.26,0,55.0,564,4.07,4.09,2.55
2721,0.26,3,61.0,564,4.16,4.19,2.46
2722,0.26,3,61.0,564,4.12,4.13,2.51
2723,0.26,3,61.0,564,4.08,4.12,2.53
2724,0.26,2,57.0,564,4.05,4.07,2.57
2725,0.36,0,56.0,565,4.58,4.61,2.84
2726,0.34,0,55.0,565,4.51,4.53,2.8
2727,0.34,0,55.0,565,4.46,4.49,2.8
2728,0.31,0,56.0,565,4.36,4.41,2.69
2729,0.31,0,55.0,565,4.37,4.41,2.71
2730,0.9,2,63.0,3246,6.02,5.99,3.85
2731,0.9,1,61.0,3246,6.12,6.02,3.81
2732,0.91,0,55.0,3246,6.24,6.19,3.8
2733,0.7,3,58.0,3247,5.63,5.67,3.53
2734,0.7,3,59.0,3247,5.63,5.68,3.55
2735,0.7,0,57.0,3247,5.65,5.7,3.55
2736,0.71,0,55.0,3247,5.7,5.75,3.55
2737,0.71,0,55.0,3247,5.67,5.73,3.56
2738,0.52,0,57.0,3247,5.17,5.15,3.2
2739,0.76,0,56.0,3248,5.83,5.79,3.66
2740,0.61,0,55.0,3248,5.47,5.53,3.38
2741,0.61,0,56.0,3248,5.44,5.49,3.36
2742,0.61,0,57.0,3248,5.47,5.49,3.34
2743,0.65,0,56.0,3248,5.56,5.59,3.45
2744,0.7,0,55.0,3248,5.72,5.77,3.57
2745,1.0,4,62.0,3248,6.19,6.1,4.09
2746,0.83,3,59.0,3249,5.95,6.02,3.69
2747,0.76,0,56.0,3249,5.89,5.92,3.63
2748,0.76,2,56.0,3249,5.82,5.86,3.69
2749,0.76,0,56.0,3249,5.85,5.91,3.59
2750,0.73,0,55.0,3249,5.79,5.82,3.58
2751,0.81,2,58.0,3250,5.88,5.94,3.72
2752,0.9,2,60.0,3250,6.06,6.11,3.87
2753,0.9,3,59.0,3250,6.38,6.24,3.76
2754,0.9,3,58.0,3250,6.11,6.16,3.83
2755,0.72,1,58.0,3250,5.78,5.84,3.55
2756,0.83,2,59.0,3250,5.95,5.89,3.77
2757,0.9,4,59.0,3250,6.05,6.01,3.93
2758,0.9,2,58.0,3250,6.04,6.01,3.87
2759,0.93,1,60.0,3250,6.3,6.23,3.9
2760,0.73,1,58.0,3250,5.89,5.85,3.51
2761,0.9,3,59.0,3251,6.14,6.05,3.86
2762,0.71,0,56.0,3251,5.77,5.8,3.53
2763,0.8,0,57.0,3251,6.0,6.03,3.66
2764,0.82,0,56.0,3251,5.95,5.99,3.74
2765,0.9,0,56.0,3251,6.18,6.12,3.83
2766,0.9,0,57.0,3251,6.25,6.22,3.79
2767,0.9,1,58.0,3251,6.21,6.19,3.83
2768,0.77,0,57.0,3251,5.94,5.9,3.6
2769,0.71,0,55.0,3252,5.71,5.76,3.56
2770,0.7,3,56.0,3252,5.7,5.64,3.59
2771,0.7,0,56.0,3253,5.68,5.7,3.52
2772,0.7,0,57.0,3253,5.7,5.74,3.52
2773,0.7,0,57.0,3253,5.7,5.73,3.53
2774,0.77,0,56.0,3253,5.89,5.92,3.63
2775,0.9,2,56.0,3253,6.11,6.16,3.79
2776,0.78,2,61.0,3253,5.92,5.89,3.55
2777,0.83,0,55.0,3254,6.0,6.05,3.74
2778,0.71,0,56.0,3254,5.71,5.76,3.6
2779,0.74,0,55.0,3254,5.86,5.88,3.58
2780,0.74,0,55.0,3254,5.82,5.84,3.62
2781,0.9,3,59.0,3255,5.97,6.07,3.86
2782,0.9,0,57.0,3255,6.16,6.26,3.88
2783,0.73,0,56.0,3255,5.76,5.81,3.58
2784,0.9,3,60.0,3256,6.09,6.2,3.82
2785,0.91,0,56.0,3256,6.18,6.22,3.85
2786,0.79,0,55.0,3256,5.97,5.89,3.67
2787,0.76,0,55.0,3257,5.89,5.92,3.6
2788,0.81,0,58.0,3257,5.97,6.04,3.71
2789,0.72,0,56.0,3257,5.76,5.8,3.55
2790,0.91,3,58.0,3258,6.22,6.3,3.82
2791,0.78,3,58.0,3258,5.86,5.89,3.67
2792,0.93,4,58.0,3258,6.09,6.06,3.93
2793,0.78,0,57.0,3259,5.91,5.93,3.63
2794,1.0,2,64.0,3259,6.52,6.48,3.86
2795,0.75,3,59.0,3260,5.93,5.97,3.52
2796,0.77,1,56.0,3260,5.95,5.9,3.6
2797,0.7,3,60.0,3261,5.59,5.62,3.53
2798,0.76,3,58.0,3261,5.91,5.97,3.59
2799,0.7,0,55.0,3261,5.73,5.75,3.53
2800,1.04,2,58.0,3261,6.42,6.35,4.08
2801,1.04,1,61.0,3261,6.47,6.45,3.98
2802,0.9,3,61.0,3262,6.28,6.32,3.72
2803,0.71,0,57.0,3262,5.75,5.79,3.51
2804,0.91,1,56.0,3262,6.3,6.18,3.9
2805,0.75,0,57.0,3263,5.76,5.81,3.61
2806,1.11,1,59.0,3263,6.67,6.61,4.05
2807,0.72,3,57.0,3264,5.68,5.7,3.61
2808,0.88,0,56.0,3264,6.04,6.09,3.83
2809,0.88,0,55.0,3264,6.12,6.16,3.83
2810,0.72,0,56.0,3265,5.76,5.79,3.53
2811,0.7,1,59.0,3265,5.67,5.71,3.51
2812,0.7,3,56.0,3265,5.64,5.66,3.55
2813,1.0,2,62.0,3265,6.25,6.2,3.96
2814,0.7,0,58.0,3265,5.72,5.75,3.48
2815,0.84,0,54.0,3265,6.07,6.13,3.75
2816,1.0,4,58.0,3265,6.25,6.2,4.09
2817,1.0,3,58.0,3265,6.43,6.32,4.03
2818,1.0,2,57.0,3265,6.34,6.31,4.03
2819,1.0,4,55.0,3265,6.26,6.23,4.07
2820,1.0,4,55.0,3265,6.26,6.23,4.07
2821,0.93,0,57.0,3266,6.31,6.28,3.9
2822,0.81,1,58.0,3266,5.92,5.89,3.71
2823,0.81,1,59.0,3266,5.96,5.89,3.7
2824,1.12,1,61.0,3266,6.71,6.64,4.05
2825,0.81,1,56.0,3266,5.95,5.89,3.69
2826,0.9,2,57.0,3267,6.06,6.16,3.93
2827,0.9,2,57.0,3267,6.11,6.18,3.88
2828,0.9,2,57.0,3267,6.09,6.15,3.87
2829,0.9,2,62.0,3267,6.07,6.12,3.77
2830,0.91,0,57.0,3267,6.23,6.26,3.79
2831,0.7,2,54.0,3267,5.6,5.64,3.56
2832,0.78,3,55.0,3267,5.85,5.89,3.66
2833,0.8,3,56.0,3267,5.96,6.0,3.68
2834,0.78,0,56.0,3267,5.87,5.9,3.67
2835,0.78,0,55.0,3267,5.87,5.9,3.66
2836,0.75,3,62.0,3268,5.96,6.0,3.46
2837,0.7,0,55.0,3268,5.66,5.68,3.55
2838,0.96,1,59.0,3269,6.4,6.36,3.85
2839,0.9,2,55.0,3269,6.34,6.39,3.72
2840,0.7,3,62.0,3270,5.74,5.77,3.41
2841,0.72,3,57.0,3270,5.84,5.89,3.51
2842,0.75,3,57.0,3270,5.83,5.88,3.65
2843,0.81,1,59.0,3270,5.95,5.99,3.63
2844,0.56,0,56.0,3270,5.28,5.31,3.27
2845,0.73,0,56.0,3270,5.8,5.77,3.56
2846,0.73,0,56.0,3270,5.78,5.76,3.59
2847,0.79,0,54.0,3270,6.01,5.96,3.67
2848,0.9,3,55.0,3271,6.19,6.28,3.83
2849,1.1,1,62.0,3271,6.75,6.7,3.99
2850,0.67,0,55.0,3271,5.61,5.65,3.47
2851,0.71,0,57.0,3272,5.84,5.86,3.49
2852,0.8,3,57.0,3273,5.98,6.02,3.65
2853,0.73,0,56.0,3273,5.86,5.9,3.54
2854,0.8,2,56.0,3273,5.88,5.92,3.74
2855,0.8,2,56.0,3273,5.8,5.86,3.76
2856,0.9,3,58.0,3274,6.17,6.21,3.82
2857,0.9,2,65.0,3274,6.13,6.08,3.8
2858,0.72,0,55.0,3274,5.83,5.85,3.54
2859,0.72,0,55.0,3274,5.77,5.85,3.56
2860,0.72,0,56.0,3274,5.76,5.79,3.55
2861,0.7,3,63.0,3275,5.65,5.69,3.49
2862,0.95,0,56.0,3275,6.32,6.26,3.96
2863,0.73,0,55.0,3275,5.76,5.8,3.57
2864,0.72,0,57.0,3275,5.81,5.83,3.52
2865,0.72,0,55.0,3275,5.7,5.73,3.58
2866,1.01,3,58.0,3275,6.42,6.35,4.04
2867,0.9,1,62.0,3276,6.35,6.29,3.69
2868,0.7,3,56.0,3276,5.63,5.67,3.55
2869,0.83,3,59.0,3276,6.08,6.11,3.62
2870,1.0,3,63.0,3276,6.41,6.34,3.88
2871,0.9,1,60.0,3276,6.37,6.24,3.76
2872,1.0,3,63.0,3276,6.44,6.35,3.99
2873,0.9,4,56.0,3276,5.94,5.9,4.0
2874,1.0,1,62.0,3276,6.27,6.22,3.87
2875,0.78,0,55.0,3276,5.95,5.89,3.67
2876,1.0,0,56.0,3276,6.38,6.35,3.98
2877,1.25,0,56.0,3276,6.95,6.91,4.22
2878,0.7,2,62.0,3277,5.64,5.72,3.48
2879,0.92,2,63.0,3277,6.4,6.36,3.69
2880,0.7,0,57.0,3278,5.73,5.75,3.51
2881,1.18,3,63.0,3278,6.85,6.8,4.09
2882,0.91,4,62.0,3278,6.11,6.01,3.96
2883,0.84,0,57.0,3279,6.06,6.03,3.77
2884,1.01,4,58.0,3280,6.28,6.24,4.1
2885,0.71,3,58.0,3281,5.69,5.75,3.59
2886,0.71,0,55.0,3281,5.74,5.76,3.58
2887,0.93,0,56.0,3281,6.26,6.22,3.89
2888,0.82,3,58.0,3282,5.95,6.0,3.77
2889,0.9,2,57.0,3282,5.94,5.99,3.94
2890,0.9,4,61.0,3282,6.08,6.14,3.75
2891,0.91,1,58.0,3282,6.15,6.07,3.85
2892,0.91,3,61.0,3282,6.27,6.01,3.88
2893,0.92,4,58.0,3282,6.08,6.04,3.96
2894,0.92,2,58.0,3282,6.14,6.11,3.93
2895,0.91,2,59.0,3282,6.15,6.11,3.9
2896,0.91,3,57.0,3282,6.12,6.08,3.86
2897,0.92,4,58.0,3282,6.12,6.07,3.97
2898,0.92,1,58.0,3282,6.46,6.41,3.74
2899,0.92,1,59.0,3282,6.38,6.35,3.75
2900,0.8,3,59.8,3283,5.79,5.83,3.68
2901,0.84,0,59.0,3283,5.99,6.04,3.75
2902,0.72,0,57.0,3283,5.69,5.72,3.57
2903,0.72,0,55.0,3283,5.74,5.77,3.56
2904,0.72,0,58.0,3283,5.72,5.75,3.56
2905,0.8,2,62.3,3283,5.97,6.01,3.62
2906,0.8,2,60.1,3283,5.77,5.85,3.67
2907,0.52,0,55.0,3284,5.19,5.22,3.2
2908,0.71,0,57.0,3284,5.78,5.81,3.5
2909,0.86,0,56.0,3284,6.16,6.19,3.72
2910,0.89,2,60.9,3284,6.13,6.24,3.82
2911,0.74,1,58.0,3285,5.72,5.77,3.6
2912,0.8,1,59.0,3285,5.92,5.85,3.67
2913,0.94,4,53.0,3285,6.05,5.97,4.11
2914,0.8,1,58.0,3285,6.02,5.97,3.58
2915,1.04,2,64.0,3285,6.64,6.53,3.85
2916,0.96,3,58.0,3286,6.2,6.24,3.9
2917,0.91,2,60.0,3286,6.12,6.04,3.91
2918,0.91,3,55.0,3287,6.16,6.21,3.84
2919,0.74,0,55.0,3287,5.76,5.79,3.61
2920,0.7,0,57.0,3287,5.64,5.68,3.54
2921,0.7,0,58.0,3287,5.64,5.67,3.54
2922,0.91,2,55.0,3287,6.13,6.09,3.92
2923,1.03,1,60.0,3288,6.6,6.58,3.85
2924,0.73,3,58.0,3288,5.83,5.86,3.59
2925,1.01,3,59.0,3288,6.35,6.41,3.98
2926,0.9,4,66.0,3288,6.1,6.12,3.72
2927,1.03,3,56.0,3288,6.43,6.38,4.04
2928,0.91,3,59.0,3290,6.13,6.25,3.81
2929,0.9,2,59.0,3290,6.05,6.01,3.87
2930,0.83,0,57.0,3290,6.02,6.1,3.68
2931,0.71,0,56.0,3290,5.74,5.78,3.52
2932,0.71,0,55.0,3290,5.75,5.78,3.55
2933,0.91,2,61.0,3290,6.18,6.25,3.81
2934,1.02,4,57.0,3290,6.34,6.26,4.17
2935,0.77,1,59.0,3291,5.92,5.98,3.6
2936,0.77,2,57.0,3291,5.8,5.84,3.69
2937,0.77,1,58.0,3291,5.84,5.81,3.6
2938,0.9,1,59.0,3292,6.1,6.06,3.83
2939,0.9,1,62.0,3292,6.13,6.04,3.81
2940,0.86,3,55.0,3293,6.04,6.08,3.81
2941,1.0,3,63.0,3293,6.26,6.19,3.19
2942,0.8,3,57.0,3293,5.94,5.86,3.72
2943,1.0,3,62.0,3293,6.32,6.27,3.98
2944,0.8,0,60.0,3293,5.98,6.03,3.61
2945,1.05,1,61.0,3293,6.51,6.48,4.04
2946,1.0,1,58.0,3293,6.32,6.28,3.95
2947,0.76,0,56.0,3293,5.95,5.92,3.57
2948,1.01,4,59.0,3294,6.22,6.18,4.01
2949,0.72,0,56.0,3294,5.79,5.76,3.53
2950,0.7,1,59.0,3294,5.71,5.67,3.51
2951,0.74,1,59.0,3294,6.0,5.93,3.46
2952,0.9,3,56.0,3295,6.13,6.23,3.84
2953,0.7,3,56.0,3295,5.77,5.82,3.52
2954,0.83,3,54.0,3295,5.96,6.04,3.83
2955,0.72,0,56.0,3295,5.8,5.84,3.55
2956,0.82,1,56.0,3295,6.01,5.96,3.74
2957,1.01,1,60.0,3296,6.45,6.35,3.99
2958,0.8,0,55.0,3296,5.9,5.93,3.7
2959,0.7,4,62.0,3296,5.72,5.81,3.37
2960,1.07,3,63.0,3296,6.57,6.47,4.03
2961,0.91,0,57.0,3296,6.26,6.23,3.79
2962,1.07,1,59.0,3296,6.5,6.47,4.05
2963,0.8,0,57.0,3297,5.97,5.94,3.69
2964,0.8,1,58.0,3297,5.97,5.93,3.66
2965,1.01,1,60.0,3297,6.45,6.42,3.91
2966,1.02,2,58.0,3298,6.34,6.38,4.01
2967,0.91,3,59.0,3298,6.16,6.22,3.88
2968,0.78,2,54.0,3298,5.82,5.86,3.74
2969,0.78,3,56.0,3298,6.08,6.12,3.57
2970,0.7,0,57.0,3298,5.68,5.73,3.53
2971,0.91,3,55.0,3299,6.17,6.19,3.87
2972,1.01,3,62.0,3299,6.37,6.41,3.93
2973,0.62,0,56.0,3299,5.46,5.5,3.37
2974,0.91,0,58.0,3299,6.18,6.22,3.84
2975,0.71,0,56.0,3299,5.68,5.72,3.52
2976,0.71,0,56.0,3299,5.73,5.76,3.55
2977,0.71,0,56.0,3299,5.72,5.75,3.55
2978,0.71,0,55.0,3299,5.75,5.79,3.55
2979,1.05,0,57.0,3299,6.58,6.53,3.91
2980,0.77,1,59.0,3299,5.96,5.92,3.61
2981,0.96,4,59.0,3299,6.09,5.9,4.18
2982,1.0,3,57.0,3300,6.32,6.35,3.99
2983,0.7,1,56.0,3300,5.69,5.63,3.53
2984,0.77,0,54.0,3300,5.91,5.94,3.66
2985,0.7,0,56.0,3300,5.73,5.8,3.51
2986,0.9,3,60.0,3301,6.17,6.24,3.83
2987,0.72,0,56.0,3301,5.81,5.84,3.55
2988,0.71,0,57.0,3301,5.69,5.74,3.53
2989,0.73,0,54.0,3301,5.76,5.82,3.6
2990,0.91,2,61.0,3302,6.41,6.24,3.6
2991,1.08,4,60.0,3302,6.46,6.32,4.15
2992,0.9,3,58.0,3303,6.08,6.13,3.79
2993,0.9,1,58.0,3303,6.18,6.22,3.79
2994,0.9,2,55.0,3303,6.07,6.16,3.9
2995,0.9,2,59.0,3303,6.02,6.05,3.85
2996,0.9,2,61.0,3303,6.06,6.1,3.87
2997,0.9,2,59.0,3303,6.04,6.08,3.84
2998,0.9,3,57.0,3303,6.3,6.36,3.75
2999,0.9,2,56.0,3303,6.13,6.16,3.92
3000,0.7,0,57.0,3303,5.73,5.76,3.49
3001,0.77,0,56.0,3303,5.91,5.96,3.62
3002,0.81,0,56.0,3303,5.95,6.0,3.71
3003,0.71,0,55.0,3304,5.72,5.75,3.56
3004,0.71,0,56.0,3304,5.72,5.75,3.55
3005,0.72,0,56.0,3304,5.81,5.84,3.54
3006,0.71,0,56.0,3304,5.69,5.71,3.56
3007,0.76,2,61.0,3304,5.72,5.8,3.72
3008,1.0,4,60.0,3304,6.23,6.18,4.02
3009,1.0,4,55.0,3304,6.22,6.19,4.08
3010,1.0,3,58.0,3304,6.33,6.3,4.01
3011,1.0,2,54.0,3304,6.29,6.24,4.01
3012,0.82,0,55.0,3306,6.18,6.08,3.68
3013,0.76,0,57.0,3306,5.85,5.9,3.63
3014,0.76,0,57.0,3306,5.88,5.92,3.66
3015,0.53,3,55.0,3307,5.21,5.26,3.21
3016,0.73,3,58.0,3307,5.71,5.8,3.54
3017,0.9,2,58.0,3307,6.01,6.04,3.87
3018,0.71,0,57.0,3307,5.72,5.74,3.53
3019,0.71,0,56.0,3307,5.75,5.77,3.53
3020,0.73,0,57.0,3307,5.8,5.86,3.55
3021,0.9,3,56.0,3308,6.12,6.18,3.83
3022,0.9,0,57.0,3308,6.22,6.25,3.79
3023,0.73,1,58.0,3308,5.85,5.89,3.51
3024,0.81,3,56.0,3308,5.97,5.99,3.72
3025,0.66,3,55.0,3309,5.6,5.66,3.48
3026,0.77,0,57.0,3309,5.9,5.94,3.6
3027,0.7,0,58.0,3309,5.67,5.71,3.54
3028,0.7,0,59.0,3309,5.69,5.72,3.5
3029,1.01,3,58.0,3309,6.34,6.31,4.0
3030,0.31,0,54.0,565,4.36,4.39,2.72
3031,0.31,0,55.0,565,4.36,4.41,2.69
3032,0.26,3,55.0,565,4.06,4.05,2.57
3033,0.26,1,61.0,565,4.18,4.15,2.49
3034,0.41,2,59.0,565,4.64,4.71,2.99
3035,0.31,0,55.0,565,4.32,4.36,2.7
3036,0.3,2,55.0,565,4.26,4.32,2.72
3037,0.3,2,58.0,565,4.21,4.26,2.69
3038,0.3,2,59.0,565,4.23,4.25,2.69
3039,0.3,3,62.0,565,4.3,4.31,2.59
3040,0.3,2,56.0,565,4.28,4.31,2.72
3041,0.3,3,60.0,565,4.27,4.31,2.66
3042,0.3,0,57.0,565,4.29,4.33,2.69
3043,0.3,3,61.0,565,4.31,4.34,2.63
3044,0.27,3,58.0,566,4.21,4.23,2.53
3045,0.27,3,55.0,566,4.12,4.15,2.6
3046,0.27,3,56.0,566,4.14,4.16,2.59
3047,0.27,3,56.0,566,4.21,4.25,2.57
3048,0.27,3,55.0,566,4.13,4.15,2.6
