,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Cloud9am,Cloud3pm,Temp9am,RainToday,RISK_MM,RainTomorrow,year,quarter,month,day
2618,8.2,16.2,0.0,0.0,33.0,2.0,9.0,20.0,90.0,57.0,5.0,1.0,10.4,0,0.0,0,2016,2,5,24
2619,2.5,14.8,0.0,3.0,19.0,3.0,0.0,11.0,99.0,72.0,8.0,5.0,7.0,0,15.2,1,2016,2,5,25
2620,6.9,14.1,15.2,0.0,31.0,1.0,7.0,15.0,100.0,84.0,8.0,8.0,10.5,1,1.2,1,2016,2,5,26
2623,0.5,14.1,0.2,0.0,24.0,7.0,6.0,9.0,99.0,54.0,8.0,5.0,5.2,0,0.0,0,2016,2,5,29
2628,4.7,13.6,0.0,13.0,28.0,16.0,7.0,0.0,73.0,76.0,8.0,8.0,10.4,0,11.6,1,2016,2,6,3
2629,9.8,14.9,11.6,12.0,30.0,12.0,13.0,15.0,95.0,92.0,8.0,8.0,11.6,1,11.6,1,2016,2,6,4
2630,10.8,14.6,11.6,0.0,35.0,0.0,6.0,9.0,97.0,89.0,8.0,8.0,12.9,1,1.2,1,2016,2,6,5
2631,7.2,12.3,1.2,0.0,31.0,11.0,11.0,17.0,99.0,80.0,8.0,8.0,9.0,1,3.6,1,2016,2,6,6
2632,9.0,12.6,3.6,1.0,37.0,11.0,17.0,15.0,92.0,81.0,8.0,8.0,9.8,1,1.8,1,2016,2,6,7
2633,9.8,14.6,1.8,6.0,35.0,6.0,9.0,17.0,88.0,76.0,8.0,8.0,11.4,1,7.2,1,2016,2,6,8
2634,11.4,15.7,7.2,5.0,48.0,1.0,17.0,13.0,80.0,78.0,8.0,8.0,14.2,1,3.0,1,2016,2,6,9
2635,10.5,13.8,3.0,1.0,28.0,1.0,15.0,19.0,89.0,64.0,8.0,6.0,10.9,1,1.2,1,2016,2,6,10
2642,4.1,15.9,7.6,4.0,24.0,1.0,13.0,9.0,97.0,83.0,8.0,8.0,12.9,1,0.2,0,2016,2,6,17
2643,9.0,17.6,0.2,13.0,15.0,3.0,0.0,7.0,100.0,71.0,7.0,8.0,10.2,0,0.2,0,2016,2,6,18
2645,10.0,16.6,14.4,9.0,35.0,2.0,7.0,22.0,90.0,83.0,8.0,8.0,11.9,1,1.4,1,2016,2,6,20
2646,8.8,11.6,1.4,4.0,41.0,4.0,9.0,24.0,89.0,84.0,7.0,8.0,10.4,1,12.6,1,2016,2,6,21
2647,9.1,13.7,12.6,1.0,43.0,1.0,24.0,20.0,89.0,68.0,8.0,7.0,10.6,1,0.2,0,2016,2,6,22
2648,9.0,13.2,0.2,0.0,63.0,5.0,13.0,17.0,85.0,73.0,7.0,8.0,10.4,0,4.0,1,2016,2,6,23
2649,6.6,8.2,4.0,0.0,48.0,0.0,28.0,26.0,87.0,85.0,8.0,6.0,7.0,1,2.6,1,2016,2,6,24
2652,2.1,10.6,0.2,1.0,28.0,2.0,0.0,20.0,100.0,68.0,8.0,8.0,2.5,0,0.2,0,2016,2,6,27
2653,2.5,11.8,0.2,0.0,17.0,2.0,7.0,6.0,100.0,80.0,8.0,8.0,6.2,0,0.8,0,2016,2,6,28
2654,6.2,13.5,0.8,8.0,15.0,8.0,9.0,9.0,99.0,75.0,8.0,8.0,9.5,0,0.0,0,2016,2,6,29
2655,3.0,11.2,0.0,0.0,59.0,5.0,15.0,13.0,90.0,82.0,8.0,8.0,8.5,0,11.4,1,2016,2,6,30
2656,5.2,11.4,11.4,11.0,26.0,0.0,9.0,7.0,96.0,76.0,8.0,8.0,7.3,1,0.4,0,2016,3,7,1
2657,7.2,12.5,0.4,2.0,17.0,0.0,0.0,11.0,88.0,86.0,8.0,8.0,9.3,0,0.2,0,2016,3,7,2
2658,7.9,12.7,0.2,0.0,20.0,0.0,6.0,13.0,100.0,82.0,8.0,7.0,9.7,0,0.2,0,2016,3,7,3
2659,8.2,11.7,0.2,14.0,19.0,8.0,0.0,13.0,97.0,70.0,8.0,8.0,9.0,0,1.0,0,2016,3,7,4
2660,6.7,10.6,1.0,1.0,19.0,9.0,0.0,7.0,92.0,99.0,8.0,8.0,7.8,0,7.6,1,2016,3,7,5
2663,6.5,11.8,0.2,10.0,17.0,14.0,2.0,2.0,96.0,94.0,8.0,8.0,9.2,0,2.0,1,2016,3,7,8
2664,7.0,15.8,2.0,3.0,13.0,6.0,0.0,9.0,100.0,76.0,8.0,8.0,9.0,1,0.0,0,2016,3,7,9
2665,6.2,14.0,0.0,3.0,28.0,6.0,0.0,15.0,100.0,74.0,3.0,6.0,9.1,0,16.6,1,2016,3,7,10
2666,9.1,16.2,16.6,5.0,44.0,5.0,22.0,19.0,82.0,52.0,8.0,1.0,12.8,1,0.4,0,2016,3,7,11
2668,3.6,9.5,9.6,1.0,54.0,1.0,24.0,19.0,87.0,66.0,8.0,8.0,4.3,1,0.2,0,2016,3,7,13
2669,-0.3,10.8,0.2,0.0,26.0,1.0,0.0,13.0,99.0,72.0,8.0,6.0,4.4,0,0.0,0,2016,3,7,14
2670,4.4,12.8,0.0,0.0,20.0,13.0,4.0,6.0,90.0,66.0,6.0,7.0,8.4,0,0.2,0,2016,3,7,15
2674,7.3,15.2,5.0,4.0,17.0,3.0,7.0,7.0,100.0,88.0,8.0,8.0,10.9,1,0.0,0,2016,3,7,19
2675,8.5,17.3,0.0,13.0,13.0,14.0,6.0,7.0,100.0,70.0,7.0,1.0,10.7,0,0.4,0,2016,3,7,20
2676,6.2,16.8,0.4,0.0,15.0,6.0,11.0,7.0,100.0,96.0,8.0,8.0,10.0,0,6.8,1,2016,3,7,21
2677,9.9,18.2,6.8,4.0,56.0,0.0,31.0,22.0,92.0,99.0,8.0,8.0,16.8,1,24.2,1,2016,3,7,22
2678,7.1,10.8,24.2,1.0,63.0,7.0,24.0,28.0,82.0,67.0,8.0,8.0,8.5,1,0.6,0,2016,3,7,23
2680,4.7,11.5,12.0,4.0,56.0,1.0,15.0,19.0,89.0,87.0,8.0,8.0,7.7,1,4.0,1,2016,3,7,25
2681,4.5,11.3,4.0,1.0,39.0,4.0,15.0,20.0,85.0,72.0,6.0,8.0,6.9,1,10.6,1,2016,3,7,26
2682,6.9,12.6,10.6,11.0,39.0,1.0,17.0,24.0,90.0,82.0,5.0,6.0,9.5,1,0.0,0,2016,3,7,27
2683,5.9,10.8,0.0,0.0,22.0,1.0,9.0,11.0,85.0,79.0,7.0,8.0,8.1,0,0.8,0,2016,3,7,28
2684,7.7,12.2,0.8,0.0,28.0,11.0,11.0,15.0,94.0,73.0,8.0,8.0,9.1,0,0.2,0,2016,3,7,29
2685,8.3,12.1,0.2,4.0,20.0,4.0,9.0,9.0,96.0,74.0,8.0,8.0,9.7,0,2.2,1,2016,3,7,30
2686,8.0,14.3,2.2,5.0,22.0,3.0,7.0,9.0,93.0,76.0,8.0,8.0,9.7,1,3.8,1,2016,3,7,31
2687,9.6,11.8,3.8,5.0,33.0,5.0,0.0,22.0,100.0,92.0,8.0,6.0,10.6,1,21.0,1,2016,3,8,1
2693,0.7,15.6,0.2,13.0,13.0,12.0,0.0,7.0,88.0,43.0,7.0,1.0,5.5,0,0.0,0,2016,3,8,7
2694,1.4,15.1,0.0,14.0,13.0,14.0,4.0,7.0,89.0,65.0,2.0,5.0,6.0,0,0.0,0,2016,3,8,8
2695,1.8,17.2,0.0,5.0,43.0,6.0,6.0,24.0,87.0,60.0,1.0,4.0,7.8,0,2.6,1,2016,3,8,9
2696,7.4,15.0,2.6,5.0,39.0,11.0,11.0,15.0,79.0,56.0,7.0,8.0,11.2,1,0.2,0,2016,3,8,10
2698,0.7,11.6,0.0,11.0,19.0,1.0,0.0,13.0,100.0,58.0,1.0,8.0,4.7,0,0.6,0,2016,3,8,12
2699,4.7,15.4,0.6,2.0,22.0,0.0,6.0,19.0,87.0,60.0,1.0,6.0,9.7,0,0.2,0,2016,3,8,13
2701,2.2,16.8,0.0,8.0,19.0,13.0,0.0,11.0,100.0,56.0,8.0,1.0,6.5,0,0.0,0,2016,3,8,15
2703,6.0,18.0,0.0,3.0,22.0,6.0,0.0,15.0,92.0,65.0,1.0,7.0,10.6,0,0.0,0,2016,3,8,17
2705,9.3,16.4,0.0,6.0,52.0,4.0,30.0,24.0,58.0,80.0,8.0,7.0,15.0,0,11.0,1,2016,3,8,19
2706,5.3,12.0,11.0,1.0,43.0,11.0,15.0,20.0,86.0,66.0,8.0,7.0,7.1,1,1.0,0,2016,3,8,20
2707,5.4,15.4,1.0,11.0,33.0,11.0,11.0,17.0,83.0,56.0,8.0,2.0,9.3,0,0.2,0,2016,3,8,21
2708,8.4,13.9,0.2,12.0,31.0,2.0,11.0,19.0,91.0,79.0,5.0,8.0,9.5,0,11.0,1,2016,3,8,22
2711,3.3,14.1,0.2,7.0,41.0,2.0,7.0,26.0,97.0,52.0,6.0,1.0,7.7,0,0.0,0,2016,3,8,25
2712,0.2,13.6,0.0,1.0,30.0,0.0,7.0,19.0,100.0,50.0,8.0,1.0,4.0,0,0.2,0,2016,3,8,26
2714,2.1,16.9,0.0,5.0,24.0,11.0,4.0,13.0,89.0,57.0,7.0,8.0,8.5,0,0.0,0,2016,3,8,28
2715,3.4,18.2,0.0,6.0,26.0,5.0,0.0,9.0,85.0,51.0,6.0,3.0,10.0,0,0.0,0,2016,3,8,29
2716,7.8,15.3,0.0,5.0,37.0,12.0,7.0,9.0,81.0,72.0,3.0,8.0,10.6,0,22.0,1,2016,3,8,30
2717,10.6,18.4,22.0,5.0,43.0,0.0,15.0,20.0,100.0,66.0,7.0,6.0,13.9,1,0.4,0,2016,3,8,31
2718,8.5,16.7,0.4,6.0,17.0,11.0,0.0,11.0,96.0,65.0,8.0,7.0,12.3,0,0.2,0,2016,3,9,1
2720,9.6,16.6,33.6,1.0,48.0,0.0,15.0,31.0,90.0,60.0,6.0,1.0,11.4,1,0.6,0,2016,3,9,3
2721,7.7,15.1,0.6,11.0,26.0,1.0,20.0,13.0,82.0,66.0,8.0,7.0,10.8,0,0.0,0,2016,3,9,4
2722,4.4,15.9,0.0,0.0,24.0,2.0,4.0,13.0,93.0,63.0,8.0,7.0,10.4,0,0.0,0,2016,3,9,5
2723,4.4,18.1,0.0,3.0,15.0,13.0,7.0,7.0,100.0,68.0,8.0,2.0,9.2,0,0.0,0,2016,3,9,6
2725,8.1,20.3,0.0,6.0,33.0,6.0,7.0,17.0,94.0,63.0,8.0,8.0,12.6,0,4.0,1,2016,3,9,8
2726,12.6,17.8,4.0,5.0,50.0,3.0,20.0,20.0,86.0,91.0,8.0,8.0,15.1,1,17.0,1,2016,3,9,9
2727,11.2,17.7,17.0,0.0,43.0,0.0,24.0,26.0,91.0,67.0,8.0,8.0,12.2,1,0.2,0,2016,3,9,10
2730,6.9,19.7,0.0,3.0,31.0,6.0,9.0,19.0,79.0,55.0,8.0,1.0,12.6,0,8.6,1,2016,3,9,13
2731,12.4,16.2,8.6,5.0,46.0,11.0,30.0,22.0,84.0,56.0,7.0,8.0,14.1,1,10.8,1,2016,3,9,14
2732,8.3,13.6,10.8,4.0,39.0,11.0,17.0,22.0,88.0,72.0,8.0,7.0,10.0,1,0.4,0,2016,3,9,15
2733,9.4,16.1,0.4,0.0,31.0,1.0,2.0,17.0,87.0,56.0,8.0,8.0,11.7,0,0.6,0,2016,3,9,16
2735,7.1,13.8,1.2,9.0,24.0,9.0,6.0,13.0,98.0,94.0,7.0,8.0,10.7,1,7.4,1,2016,3,9,18
2738,9.8,16.2,12.8,3.0,31.0,8.0,11.0,9.0,96.0,72.0,8.0,8.0,11.3,1,0.0,0,2016,3,9,21
2741,8.3,20.5,0.0,5.0,31.0,1.0,7.0,17.0,83.0,45.0,6.0,4.0,14.1,0,3.0,1,2016,3,9,24
2743,4.8,15.9,0.0,0.0,33.0,1.0,7.0,17.0,73.0,52.0,6.0,7.0,10.6,0,2.8,1,2016,3,9,26
2744,7.1,15.2,2.8,0.0,37.0,0.0,17.0,22.0,79.0,57.0,8.0,5.0,9.7,1,1.8,1,2016,3,9,27
2746,11.1,14.8,20.6,1.0,56.0,5.0,9.0,24.0,89.0,59.0,8.0,8.0,11.8,1,16.2,1,2016,3,9,29
2747,8.4,13.7,16.2,1.0,48.0,1.0,2.0,31.0,98.0,84.0,8.0,8.0,9.8,1,9.0,1,2016,3,9,30
2748,9.2,14.9,9.0,1.0,46.0,11.0,17.0,20.0,98.0,78.0,8.0,8.0,11.0,1,0.8,0,2016,4,10,1
2750,10.8,15.1,12.4,11.0,59.0,11.0,24.0,35.0,76.0,59.0,1.0,3.0,11.8,1,8.6,1,2016,4,10,3
2751,8.3,15.0,8.6,2.0,67.0,11.0,20.0,33.0,90.0,86.0,8.0,8.0,9.2,1,7.8,1,2016,4,10,4
2752,3.5,15.7,7.8,1.0,39.0,0.0,6.0,22.0,78.0,64.0,2.0,6.0,8.6,1,0.0,0,2016,4,10,5
2759,5.3,16.7,0.2,2.0,43.0,0.0,6.0,26.0,75.0,59.0,5.0,8.0,11.6,0,0.2,0,2016,4,10,12
2764,9.7,17.6,9.6,0.0,39.0,0.0,19.0,22.0,85.0,49.0,8.0,3.0,10.8,1,0.8,0,2016,4,10,17
2765,10.1,16.4,0.8,4.0,46.0,2.0,13.0,22.0,82.0,76.0,8.0,8.0,11.3,0,2.6,1,2016,4,10,18
2773,12.7,24.6,0.0,4.0,37.0,5.0,15.0,13.0,52.0,42.0,1.0,4.0,18.6,0,0.0,0,2016,4,10,26
2777,14.7,24.3,0.0,0.0,69.0,5.0,28.0,20.0,64.0,68.0,1.0,8.0,21.9,0,1.0,0,2016,4,10,30
2779,7.1,18.6,0.0,11.0,33.0,0.0,7.0,17.0,63.0,43.0,7.0,5.0,11.7,0,0.0,0,2016,4,11,1
2783,9.6,18.4,0.0,0.0,61.0,0.0,30.0,31.0,57.0,40.0,8.0,5.0,12.1,0,0.0,0,2016,4,11,5
2784,7.9,20.9,0.0,0.0,39.0,2.0,20.0,17.0,66.0,43.0,2.0,1.0,12.8,0,0.0,0,2016,4,11,6
2786,11.6,24.9,0.0,11.0,37.0,1.0,6.0,22.0,64.0,43.0,2.0,3.0,18.1,0,0.0,0,2016,4,11,8
2790,14.1,27.1,8.0,1.0,54.0,0.0,0.0,26.0,87.0,38.0,8.0,1.0,17.4,1,1.8,1,2016,4,11,12
2791,11.7,16.0,1.8,1.0,56.0,1.0,19.0,22.0,87.0,88.0,8.0,6.0,13.0,1,18.8,1,2016,4,11,13
2801,14.3,21.6,19.2,2.0,50.0,2.0,9.0,28.0,98.0,44.0,8.0,7.0,14.5,1,0.2,0,2016,4,11,23
2824,16.0,22.7,5.2,6.0,22.0,3.0,7.0,11.0,93.0,66.0,5.0,8.0,17.3,1,0.0,0,2016,4,12,16
2832,17.5,34.0,0.0,3.0,48.0,1.0,20.0,11.0,49.0,69.0,7.0,4.0,27.8,0,1.6,1,2016,4,12,24
2847,19.1,36.0,0.0,12.0,24.0,9.0,6.0,13.0,67.0,35.0,1.0,1.0,23.2,0,0.0,0,2017,1,1,8
2849,19.8,31.0,10.6,7.0,20.0,9.0,6.0,9.0,77.0,52.0,6.0,8.0,23.5,1,0.0,0,2017,1,1,10
2852,16.7,32.0,0.0,2.0,44.0,9.0,6.0,7.0,64.0,48.0,3.0,5.0,21.9,0,14.2,1,2017,1,1,13
2859,18.6,28.1,18.0,2.0,54.0,2.0,13.0,26.0,100.0,61.0,8.0,8.0,19.3,1,2.6,1,2017,1,1,20
2870,23.5,32.1,0.0,1.0,35.0,1.0,17.0,20.0,59.0,24.0,3.0,1.0,26.0,0,0.0,0,2017,1,1,31
2876,20.9,23.8,3.4,9.0,15.0,10.0,0.0,4.0,94.0,88.0,8.0,4.0,21.9,1,5.2,1,2017,1,2,6
2895,14.7,30.9,0.0,3.0,31.0,9.0,13.0,13.0,55.0,30.0,7.0,2.0,21.0,0,0.0,0,2017,1,2,26
2901,18.9,31.2,0.0,14.0,39.0,8.0,0.0,24.0,62.0,36.0,1.0,3.0,20.6,0,0.0,0,2017,1,3,4
2910,15.4,33.9,0.0,8.0,41.0,13.0,4.0,20.0,65.0,25.0,2.0,1.0,20.6,0,0.0,0,2017,1,3,14
2918,17.6,24.4,0.0,9.0,26.0,12.0,2.0,15.0,82.0,69.0,8.0,8.0,18.8,0,0.2,0,2017,1,3,25
2932,9.1,24.2,0.0,5.0,31.0,9.0,9.0,13.0,73.0,52.0,8.0,5.0,15.7,0,1.8,1,2017,2,4,8
2933,14.1,19.9,1.8,0.0,56.0,2.0,17.0,26.0,69.0,62.0,8.0,8.0,18.5,1,10.8,1,2017,2,4,9
2934,7.8,17.4,10.8,11.0,39.0,9.0,19.0,11.0,89.0,72.0,4.0,1.0,11.1,1,0.2,0,2017,2,4,10
2945,14.5,17.6,1.0,5.0,17.0,6.0,9.0,11.0,95.0,89.0,8.0,8.0,15.0,0,17.2,1,2017,2,4,21
2946,14.8,19.7,17.2,8.0,19.0,9.0,4.0,13.0,100.0,77.0,8.0,8.0,15.6,1,0.6,0,2017,2,4,22
2948,11.0,23.3,0.0,13.0,17.0,12.0,2.0,9.0,81.0,59.0,1.0,2.0,15.8,0,9.6,1,2017,2,4,24
2949,15.4,20.4,9.6,1.0,35.0,1.0,9.0,17.0,100.0,76.0,8.0,2.0,16.3,1,31.2,1,2017,2,4,25
2950,10.0,15.7,31.2,7.0,43.0,2.0,24.0,28.0,85.0,59.0,8.0,6.0,10.4,1,0.2,0,2017,2,4,26
2953,6.3,19.8,0.0,0.0,24.0,1.0,6.0,9.0,100.0,64.0,8.0,8.0,10.0,0,0.0,0,2017,2,4,29
2954,6.8,19.9,0.0,8.0,17.0,4.0,6.0,4.0,99.0,61.0,7.0,6.0,10.8,0,0.0,0,2017,2,4,30
2967,4.6,19.4,0.0,3.0,28.0,12.0,6.0,9.0,83.0,55.0,1.0,1.0,10.0,0,0.0,0,2017,2,5,13
2968,7.7,18.2,0.0,12.0,20.0,13.0,6.0,9.0,82.0,59.0,7.0,1.0,10.9,0,0.0,0,2017,2,5,14
2971,4.4,17.6,0.0,14.0,15.0,12.0,0.0,7.0,91.0,63.0,1.0,1.0,9.7,0,0.0,0,2017,2,5,17
2973,9.8,15.3,0.0,8.0,31.0,12.0,9.0,13.0,70.0,100.0,8.0,8.0,14.8,0,18.6,1,2017,2,5,19
2975,6.8,18.4,0.2,12.0,13.0,6.0,0.0,7.0,100.0,66.0,8.0,7.0,10.4,0,0.2,0,2017,2,5,21
2977,4.4,19.6,0.0,0.0,24.0,13.0,0.0,11.0,100.0,71.0,1.0,8.0,9.9,0,6.2,1,2017,2,5,23
2979,4.2,14.0,0.2,0.0,20.0,11.0,0.0,11.0,100.0,76.0,7.0,8.0,8.8,0,0.0,0,2017,2,5,25
2982,9.0,14.3,7.0,0.0,44.0,4.0,11.0,20.0,93.0,80.0,8.0,8.0,11.1,1,7.4,1,2017,2,5,28
2983,2.8,12.4,7.4,1.0,31.0,11.0,7.0,15.0,91.0,63.0,4.0,1.0,6.2,1,0.4,0,2017,2,5,29
2984,6.0,9.4,0.4,15.0,24.0,8.0,7.0,7.0,96.0,100.0,8.0,7.0,6.7,0,5.2,1,2017,2,5,30
2990,1.2,12.5,0.2,0.0,20.0,0.0,4.0,15.0,100.0,71.0,8.0,7.0,3.6,0,4.2,1,2017,2,6,5
3007,0.8,13.4,0.0,0.0,17.0,16.0,6.0,0.0,100.0,66.0,8.0,1.0,3.6,0,0.0,0,2017,2,6,22
3008,1.1,11.9,0.0,12.0,44.0,9.0,9.0,2.0,100.0,81.0,8.0,1.0,2.7,0,0.2,0,2017,2,6,23
3009,1.1,14.1,0.2,2.0,28.0,0.0,4.0,15.0,100.0,49.0,7.0,6.0,3.9,0,0.0,0,2017,2,6,24
3010,3.9,10.9,0.0,4.0,28.0,16.0,6.0,0.0,88.0,82.0,7.0,8.0,6.4,0,1.4,1,2017,2,6,25
5939,17.9,35.2,0.0,15.0,48.0,7.0,6.0,20.0,20.0,13.0,2.0,5.0,26.6,0,0.0,0,2009,1,1,1
5940,18.4,28.9,0.0,10.0,37.0,9.0,19.0,19.0,30.0,8.0,1.0,1.0,20.3,0,0.0,0,2009,1,1,2
5942,19.4,37.6,0.0,6.0,46.0,4.0,30.0,15.0,42.0,22.0,1.0,6.0,28.7,0,0.0,0,2009,1,1,4
5943,21.9,38.4,0.0,1.0,31.0,2.0,6.0,6.0,37.0,22.0,1.0,5.0,29.1,0,0.0,0,2009,1,1,5
5944,24.2,41.0,0.0,1.0,35.0,1.0,17.0,13.0,19.0,15.0,1.0,6.0,33.6,0,0.0,0,2009,1,1,6
5945,27.1,36.1,0.0,5.0,43.0,1.0,7.0,20.0,26.0,19.0,8.0,8.0,30.7,0,0.0,0,2009,1,1,7
5946,23.3,34.0,0.0,15.0,41.0,9.0,17.0,19.0,33.0,15.0,3.0,1.0,25.0,0,0.0,0,2009,1,1,8
5947,16.1,34.2,0.0,12.0,37.0,10.0,15.0,6.0,25.0,9.0,1.0,1.0,20.7,0,0.0,0,2009,1,1,9
5948,19.0,35.5,0.0,8.0,48.0,2.0,30.0,9.0,46.0,28.0,1.0,5.0,23.4,0,0.0,0,2009,1,1,10
5949,19.7,35.5,0.0,3.0,41.0,2.0,15.0,17.0,61.0,14.0,1.0,5.0,24.0,0,0.0,0,2009,1,1,11
5950,20.9,37.8,0.0,14.0,30.0,8.0,11.0,7.0,27.0,9.0,0.0,1.0,29.8,0,0.0,0,2009,1,1,12
5951,23.9,39.1,0.0,8.0,39.0,5.0,24.0,9.0,40.0,15.0,0.0,2.0,29.1,0,0.0,0,2009,1,1,13
5952,24.9,41.2,0.0,15.0,43.0,4.0,17.0,11.0,25.0,15.0,1.0,3.0,31.5,0,0.0,0,2009,1,1,14
5953,25.2,40.5,0.0,7.0,44.0,7.0,13.0,22.0,24.0,15.0,4.0,6.0,31.4,0,0.0,0,2009,1,1,15
5954,21.6,34.2,0.0,7.0,44.0,10.0,17.0,19.0,19.0,8.0,0.0,0.0,25.0,0,0.0,0,2009,1,1,16
5955,18.4,31.8,0.0,10.0,33.0,7.0,17.0,15.0,25.0,5.0,0.0,1.0,19.9,0,0.0,0,2009,1,1,17
5956,17.9,34.2,0.0,12.0,61.0,12.0,22.0,17.0,46.0,19.0,1.0,2.0,21.6,0,0.0,0,2009,1,1,18
5957,21.4,37.5,0.0,6.0,43.0,6.0,26.0,9.0,34.0,29.0,7.0,6.0,26.2,0,4.8,1,2009,1,1,19
5958,23.3,39.4,4.8,0.0,59.0,11.0,19.0,17.0,54.0,14.0,1.0,7.0,27.0,1,0.0,0,2009,1,1,20
5959,25.4,33.5,0.0,5.0,46.0,5.0,9.0,28.0,46.0,52.0,4.0,7.0,28.9,0,0.0,0,2009,1,1,21
5960,21.8,30.7,0.0,1.0,56.0,5.0,24.0,19.0,71.0,63.0,7.0,7.0,24.4,0,18.0,1,2009,1,1,22
5961,20.3,36.0,18.0,2.0,94.0,11.0,13.0,7.0,89.0,50.0,7.0,4.0,24.7,1,8.6,1,2009,1,1,23
5962,22.1,34.7,8.6,4.0,50.0,7.0,11.0,15.0,46.0,23.0,2.0,6.0,28.1,1,0.0,0,2009,1,1,24
5963,19.7,37.3,0.0,15.0,28.0,8.0,13.0,6.0,19.0,10.0,1.0,1.0,26.4,0,0.0,0,2009,1,1,25
5964,23.8,39.9,0.0,10.0,31.0,14.0,17.0,7.0,50.0,16.0,0.0,1.0,28.7,0,0.0,0,2009,1,1,26
5965,27.0,38.7,0.0,8.0,46.0,13.0,24.0,7.0,45.0,22.0,1.0,3.0,29.0,0,0.0,0,2009,1,1,27
5966,26.2,38.5,0.0,14.0,39.0,8.0,15.0,19.0,37.0,17.0,0.0,2.0,29.6,0,0.0,0,2009,1,1,28
5967,25.0,39.5,0.0,8.0,52.0,6.0,19.0,20.0,31.0,14.0,0.0,1.0,29.9,0,0.0,0,2009,1,1,29
5968,25.1,39.3,0.0,13.0,44.0,13.0,20.0,20.0,34.0,18.0,0.0,1.0,29.9,0,0.0,0,2009,1,1,30
5969,25.2,38.5,0.0,8.0,44.0,3.0,24.0,20.0,35.0,18.0,1.0,2.0,29.0,0,0.0,0,2009,1,1,31
5970,24.8,40.8,0.0,12.0,30.0,9.0,9.0,9.0,34.0,16.0,5.0,3.0,30.1,0,0.0,0,2009,1,2,1
5971,27.6,40.3,0.0,10.0,57.0,6.0,17.0,9.0,32.0,20.0,5.0,2.0,32.0,0,0.6,0,2009,1,2,2
5972,23.6,40.4,0.6,2.0,54.0,15.0,9.0,11.0,42.0,17.0,1.0,2.0,29.9,0,1.6,1,2009,1,2,3
5973,24.1,41.4,1.6,8.0,39.0,2.0,17.0,7.0,50.0,21.0,0.0,4.0,28.2,1,0.0,0,2009,1,2,4
5974,27.2,43.4,0.0,4.0,37.0,5.0,15.0,7.0,33.0,14.0,1.0,3.0,32.6,0,0.0,0,2009,1,2,5
5975,29.1,43.5,0.0,1.0,28.0,4.0,9.0,13.0,25.0,16.0,1.0,2.0,35.6,0,0.0,0,2009,1,2,6
5976,28.9,41.4,0.0,6.0,41.0,8.0,20.0,19.0,22.0,14.0,1.0,0.0,32.1,0,0.0,0,2009,1,2,7
5977,25.1,42.0,0.0,6.0,39.0,6.0,15.0,13.0,23.0,9.0,0.0,1.0,31.6,0,0.0,0,2009,1,2,8
5978,25.4,36.6,0.0,7.0,43.0,15.0,19.0,13.0,24.0,12.0,5.0,5.0,26.1,0,0.0,0,2009,1,2,9
5979,19.3,28.1,0.0,15.0,46.0,15.0,19.0,24.0,26.0,14.0,7.0,4.0,19.6,0,0.0,0,2009,1,2,10
5980,14.1,25.9,0.0,7.0,44.0,10.0,22.0,24.0,38.0,19.0,0.0,0.0,14.8,0,0.0,0,2009,1,2,11
5981,14.5,30.1,0.0,10.0,37.0,12.0,9.0,13.0,44.0,25.0,6.0,6.0,17.4,0,0.6,0,2009,1,2,12
5982,16.8,23.3,0.6,14.0,63.0,14.0,35.0,35.0,66.0,53.0,7.0,7.0,18.5,0,26.0,1,2009,1,2,13
5983,16.1,19.1,26.0,13.0,54.0,13.0,28.0,19.0,81.0,93.0,7.0,7.0,17.1,1,7.0,1,2009,1,2,14
5984,16.0,24.2,7.0,12.0,43.0,13.0,13.0,24.0,66.0,56.0,5.0,6.0,18.9,1,0.0,0,2009,1,2,15
5985,17.4,19.7,0.0,13.0,48.0,12.0,19.0,20.0,65.0,97.0,7.0,7.0,19.2,0,32.6,1,2009,1,2,16
5986,15.9,20.8,32.6,13.0,44.0,13.0,15.0,19.0,94.0,77.0,8.0,7.0,16.6,1,1.6,1,2009,1,2,17
5987,16.5,27.4,1.6,14.0,30.0,13.0,19.0,15.0,69.0,53.0,3.0,6.0,20.1,1,0.0,0,2009,1,2,18
5988,16.8,30.6,0.0,9.0,26.0,10.0,6.0,13.0,66.0,28.0,0.0,3.0,22.1,0,0.0,0,2009,1,2,19
5989,20.4,34.0,0.0,7.0,31.0,9.0,9.0,4.0,45.0,19.0,2.0,4.0,25.9,0,0.0,0,2009,1,2,20
5990,19.9,31.7,0.0,10.0,31.0,15.0,13.0,11.0,39.0,25.0,1.0,1.0,23.0,0,0.0,0,2009,1,2,21
5991,17.2,34.3,0.0,1.0,39.0,4.0,15.0,9.0,52.0,19.0,0.0,2.0,22.3,0,0.0,0,2009,1,2,22
5992,21.9,35.1,0.0,10.0,43.0,4.0,22.0,24.0,53.0,30.0,3.0,4.0,25.9,0,2.0,1,2009,1,2,23
5993,21.0,34.7,2.0,14.0,46.0,11.0,15.0,22.0,60.0,34.0,3.0,4.0,25.6,1,0.8,0,2009,1,2,24
